grp935,y,loc4666
grp935,grp104
grp936,z,loc1934
grp936,grp646
grp937,y,loc2547
grp938,y,loc3709
grp938,grp119
grp939,y,loc264
grp939,grp501
grp940,z,loc3778
grp940,grp933
grp941,y,loc2648
grp942,y,loc782
grp942,grp5
grp943,z,loc1704
grp943,grp91
grp944,z,loc4817
grp944,grp368
grp945,x,loc3677
grp946,y,loc1537
grp946,grp384
grp947,x,loc3518
grp948,z,loc201
grp949,z,loc2799
grp950,x,loc2543
grp950,grp360
grp951,x,loc3962
grp952,y,loc2147
grp953,y,loc4816
grp954,y,loc732
grp955,y,loc3075
grp956,x,loc2614
grp957,x,loc2198
grp958,y,loc342
grp959,y,loc869
grp960,x,loc2645
grp960,grp72
grp961,z,loc2838
grp962,y,loc3761
grp963,y,loc2473
grp963,grp509
grp964,y,loc2916
grp965,x,loc2289
grp966,x,loc2207
grp967,x,loc1045
grp967,grp219
grp968,y,loc3008
grp968,grp225
grp969,y,loc4800
grp969,grp694
grp970,y,loc1780
grp971,z,loc2096
grp971,grp449
grp972,x,loc4553
grp972,grp533
grp973,x,loc2979
grp974,z,loc2024
grp974,grp480
grp975,y,loc3458
grp976,y,loc2191
grp976,grp583
grp977,y,loc3799
grp978,x,loc632
grp979,y,loc427
grp979,grp579
grp980,y,loc4651
grp980,grp865
grp981,x,loc4964
grp981,grp911
grp982,z,loc3284
grp982,grp822
grp983,z,loc783
grp983,grp759
grp984,z,loc4853
grp984,grp423
grp985,y,loc4316
grp986,x,loc207
grp986,grp934
grp987,z,loc1539
grp988,y,loc1920
grp989,x,loc3672
grp990,x,loc240
grp990,grp653
grp991,z,loc1432
grp991,grp124
grp992,z,loc3569
grp993,x,loc1336
grp993,grp524
grp994,y,loc1398
grp995,x,loc4132
grp996,x,loc4480
grp996,grp686
grp997,x,loc2668
grp998,y,loc2065
grp998,grp327
grp999,z,loc3868
grp999,grp792
grp1000,y,loc427
grp1000,grp397
